,n_1,n_2
5815,-50.636368,35.85768
5816,-50.645893,35.864117
5817,-50.640144,35.86197
5818,-50.62246,35.836914
5819,-50.62815,35.84621
5820,-50.68362,35.852753
5821,-50.923115,36.459873
5822,-50.922546,36.460606
5823,-50.924873,36.460716
5824,-50.922646,36.462955
5825,-50.94406,36.46528
5826,-50.928493,36.460865
5827,-50.932842,36.462387
5828,-50.953045,36.467663
5829,-50.963898,36.472866
5830,-50.990482,36.482967
5831,-50.97632,36.477436
5832,-29.912594,34.21556
5833,-29.915386,34.209133
5834,-29.90721,34.219185
5835,-29.903536,34.220097
5836,-29.91385,34.206684
5837,-29.904104,34.219803
5838,-29.90811,34.20931
5839,-29.995068,34.154106
5840,-29.976318,34.17131
5841,-29.922865,34.205204
5842,-29.955942,34.188168
5843,-29.938814,34.19895
5844,-33.178135,37.460712
5845,-33.17335,37.458607
5846,-33.172104,37.448826
5847,-33.172836,37.455776
5848,-33.199055,37.46883
5849,-33.20518,37.470276
5850,-33.197906,37.46842
5851,-33.189163,37.464626
5852,-33.209686,37.470356
5853,-33.215786,37.467693
5854,-33.21828,37.465492
5855,-44.45002,-27.721972
5856,-44.4578,-27.71941
5857,-44.443905,-27.722979
5858,-53.846497,34.888607
5859,-53.842457,34.902035
5860,-53.845387,34.85893
5861,-53.84611,34.875668
5862,-53.821518,34.952442
5863,-53.82538,34.941578
5864,-53.838158,34.912193
5865,-53.83114,34.927383
5866,-53.800312,34.97323
5867,-53.810806,34.965946
5868,-33.983448,35.1843
5869,-33.95998,35.15276
5870,-34.018646,35.215965
5871,-33.940224,35.11912
5872,-33.917645,35.08312
5873,-34.067287,35.270042
5874,-34.098194,35.298935
5875,-34.040627,35.239265
5876,-34.140488,35.3543
5877,-34.115135,35.315487
5878,-34.13295,35.33515
5879,-29.470781,37.586754
5880,-29.46406,37.58154
5881,-29.472834,37.591225
5882,-29.459288,37.574585
5883,-29.461815,37.573936
5884,-29.462168,37.577415
5885,-29.461905,37.57521
5886,-29.499895,37.58216
5887,-29.488419,37.577168
5888,-29.47912,37.574615
5889,-29.471962,37.57294
5890,-35.156796,35.35302
5891,-35.14606,35.328377
5892,-35.17521,35.383797
5893,-35.130924,35.270573
5894,-35.139297,35.30094
5895,-35.190548,35.429985
5896,-35.201057,35.456104
5897,-35.180267,35.403114
5898,-35.23237,35.51315
5899,-35.21014,35.4719
5900,-35.221256,35.49378
5901,-28.937237,37.062553
5902,-28.943634,37.066795
5903,-28.929749,37.0568
5904,-28.95175,37.071228
5905,-28.953384,37.072178
5906,-28.949297,37.070107
5907,-28.959345,37.05121
5908,-28.957352,37.042404
5909,-28.953672,37.07045
5910,-28.960875,37.061424
5911,-28.95913,37.06537
5912,-39.44304,33.791286
5913,-39.411865,33.769737
5914,-39.478165,33.82128
5915,-39.3602,33.72793
5916,-39.38589,33.749092
5917,-39.57127,33.911015
5918,-39.534775,33.873745
5919,-39.50111,33.84162
5920,-39.645382,33.985203
5921,-39.66337,34.002872
5922,-39.597122,33.937477
5923,-39.62293,33.965412
5924,-39.685238,34.02183
5925,-43.215397,37.206554
5926,-43.200653,37.205494
5927,-43.186386,37.21179
5928,-43.306774,37.216484
5929,-43.283546,37.214302
5930,-43.262203,37.211082
5931,-43.239094,37.207546
5932,-49.16396,50.316605
5933,-49.154984,50.31563
5934,-49.15983,50.3168
5935,-49.14931,50.31291
5936,-49.147472,50.30921
5937,-49.14495,50.306473
5938,-49.143417,50.300777
5939,-49.13772,50.29152
5940,-49.131767,50.27973
5941,-66.11902,-50.085377
5942,-66.12039,-50.084244
5943,-66.122215,-50.083588
5944,-66.120224,-50.083534
5945,-66.121056,-50.083477
5946,-66.12175,-50.082867
5947,-66.12268,-50.082882
5948,-56.18667,41.758053
5949,-56.166576,41.766747
5950,-56.17379,41.7636
5951,-56.170586,41.765324
5952,-56.17814,41.761074
5953,-56.183502,41.7589
5954,-56.160446,41.77396
5955,-56.16096,41.769863
5956,-61.386024,-45.933365
5957,-61.372643,-45.93876
5958,-61.355118,-45.947384
5959,-61.333202,-45.957005
5960,-61.30301,-45.972645
5961,-42.33741,-28.921627
5962,-42.30119,-28.958817
5963,-42.455673,-28.799215
5964,-42.48796,-28.767056
5965,-42.54096,-28.7171
5966,-42.51513,-28.74072
5967,-42.56643,-28.68946
5968,-42.427067,-28.827295
5969,-42.391174,-28.865412
5970,-42.362186,-28.897715
5971,-42.58643,-28.669195
5972,-42.608593,-28.656599
5973,-42.6367,-28.643093
5974,-62.47635,0.9803663
5975,-55.66697,35.431526
5976,-55.670616,35.44016
5977,-55.66779,35.423344
5978,-55.671127,35.414165
5979,-55.671055,35.407215
5980,-55.67196,35.399567
5981,-55.672504,35.39123
5982,-55.678295,35.37712
5983,-55.67423,35.384815
5984,-37.794334,67.8968
5985,-37.812634,67.89377
5986,-37.881004,67.89631
5987,-37.805943,67.86132
5988,-37.819477,67.854065
5989,-37.946465,67.88992
5990,-37.927082,67.89742
5991,-37.963837,67.88157
5992,-37.90898,67.902596
5993,-37.981087,67.87062
5994,-34.90011,38.76105
5995,-34.88185,38.74884
5996,-34.922443,38.774258
5997,-34.86107,38.73343
5998,-34.83156,38.70995
5999,-34.810593,38.689133
6000,-34.767788,38.653297
6001,-34.72558,38.620693
6002,-34.70194,38.60236
6003,-34.673927,38.573616
6004,-34.636364,38.537434
6005,-34.65303,38.552746
6006,-34.62344,38.519875
6007,-44.02149,36.7218
6008,-43.959442,36.73863
6009,-43.987316,36.729702
6010,-43.93364,36.745758
6011,-43.887245,36.75654
6012,-43.90453,36.753223
6013,-43.8703,36.761494
6014,-43.862965,36.77045
6015,-35.98244,34.590828
6016,-35.98223,34.5134
6017,-35.97241,34.396236
6018,-35.977024,34.44417
6019,-35.97776,34.636143
6020,-35.97763,34.68075
6021,-35.977196,34.713013
6022,-35.98264,34.7412
6023,-35.96597,34.323345
6024,-35.960636,34.267082
6025,-35.957348,34.16388
6026,-35.956924,34.21552
6027,-55.31407,36.644478
6028,-55.315613,36.618122
6029,-55.32211,36.583874
6030,-55.38234,36.44541
6031,-55.3939,36.435738
6032,-55.375538,36.45462
6033,-55.36851,36.469646
6034,-55.36058,36.490997
6035,-55.32851,36.56441
6036,-55.340435,36.54009
6037,-55.353233,36.511044
6038,-47.048218,-28.978903
6039,-47.060177,-29.002584
6040,-47.071896,-29.030169
6041,-47.039272,-28.962938
6042,-47.02649,-28.94294
6043,-47.000034,-28.90669
6044,-47.013264,-28.925234
6045,-47.078465,-29.052664
6046,-55.89305,-27.225441
6047,-55.900932,-27.228285
6048,-55.903885,-27.233908
6049,-55.90474,-27.230154
6050,-43.755146,35.59945
6051,-43.78798,35.574818
6052,-43.72107,35.618595
6053,-43.68874,35.633995
6054,-43.53865,35.657677
6055,-43.621838,35.65659
6056,-43.649944,35.6501
6057,-43.589005,35.663315
6058,-43.55733,35.663143
6059,-54.906296,34.66952
6060,-54.903297,34.67965
6061,-54.899426,34.688477
6062,-54.906895,34.662594
6063,-54.908314,34.65184
6064,-54.909477,34.640236
6065,-54.91109,34.62343
6066,-54.89758,34.695408
6067,-54.89265,34.701824
6068,-54.89252,34.70187
6069,-31.453012,37.92576
6070,-31.453556,37.92707
6071,-31.453691,37.926582
6072,-31.45627,37.932198
6073,-31.457281,37.92886
6074,-31.472815,37.914978
6075,-31.47283,37.916485
6076,-31.469141,37.920647
6077,-31.459026,37.928234
6078,-31.459301,37.923714
6079,-31.46407,37.923153
6080,-43.14234,36.352623
6081,-43.180035,36.34842
6082,-43.215084,36.342712
6083,-43.36191,36.299614
6084,-43.399406,36.282703
6085,-43.244377,36.336998
6086,-43.325504,36.31171
6087,-43.28982,36.32576
6088,-38.090714,38.458733
6089,-38.094078,38.45917
6090,-38.07616,38.441837
6091,-38.083992,38.45112
6092,-38.088333,38.45934
6093,-38.095646,38.4573
6094,-38.101772,38.448444
6095,-17.141422,-21.172722
6096,-17.147898,-21.172153
6097,-39.527153,36.016735
6098,-39.528008,36.017567
6099,-39.530624,36.01751
6100,-39.534927,36.01533
6101,-39.53287,36.01718
6102,-39.536316,36.01362
6103,-37.174248,40.316067
6104,-37.177036,40.316204
6105,-37.178894,40.313473
6106,-37.164616,40.314255
6107,-37.170296,40.316353
6108,-37.15551,40.31306
6109,-37.14295,40.312878
6110,-37.12536,40.30645
6111,-40.260433,42.995342
6112,-40.257412,42.995842
6113,-40.255924,42.997303
6114,-40.25975,43.00793
6115,-40.254955,43.001167
6116,-40.201035,41.752033
6117,-40.201828,41.753815
6118,-40.204502,41.74849
6119,-40.20702,41.744125
6120,-40.209267,41.738834
6121,-40.20534,41.75409
6122,-40.261097,39.74411
6123,-40.26248,39.742367
6124,-40.263157,39.74315
6125,-40.261234,39.732395
6126,-40.261303,39.736443
6127,-40.262165,39.74185
6128,-40.26027,39.74424
6129,-37.23984,40.342545
6130,-37.245438,40.341904
6131,-37.23589,40.341877
6132,-37.230198,40.341076
6133,-37.22028,40.34069
6134,-37.24881,40.33977
6135,-37.246952,40.341354
6136,-42.32864,36.955086
6137,-42.31148,36.958626
6138,-42.40728,36.988407
6139,-42.39624,36.983185
6140,-42.379074,36.9732
6141,-42.34453,36.955738
6142,-42.358547,36.961197
6143,-38.297768,36.62462
6144,-38.30135,36.623306
6145,-38.29703,36.625206
6146,-38.29036,36.62713
6147,-38.283295,36.625065
6148,-38.30087,36.62339
6149,-38.30086,36.624386
6150,-34.340546,41.962414
6151,-34.338314,41.96511
6152,-34.33616,41.96681
6153,-34.328575,41.971302
6154,-34.333492,41.96847
6155,-17.131605,-21.163715
6156,-17.136251,-21.16204
6157,-42.058075,36.071396
6158,-42.056236,36.089725
6159,-42.04865,36.100086
6160,-42.04224,36.110905
6161,-42.022038,36.120457
6162,-42.034515,36.118378
6163,-42.00496,36.12109
6164,-42.538723,35.54373
6165,-42.51883,35.53449
6166,-42.576874,35.538166
6167,-42.561493,35.54189
6168,-42.60041,35.52268
6169,-42.6228,35.506214
6170,-42.643448,35.48622
6171,-42.663086,35.461674
6172,-38.042233,42.17156
6173,-38.073627,42.16459
6174,-38.098892,42.160583
6175,-38.14185,42.15717
6176,-38.119835,42.15672
6177,-38.148758,42.15859
6178,-38.16495,42.170334
6179,-38.157818,42.162064
6180,-17.1016,-21.153616
6181,-39.067444,43.439255
6182,-39.074635,43.435623
6183,-39.072502,43.436108
6184,-39.075546,43.43678
6185,-39.077072,43.44939
6186,-39.077484,43.442657
6187,-41.61186,38.880764
6188,-41.610138,38.87671
6189,-41.614475,38.884815
6190,-41.61836,38.894325
6191,-41.630703,38.897617
6192,-41.624813,38.896214
6193,-41.63763,38.897095
6194,-19.09866,-21.659767
6195,-19.083385,-21.645447
6196,-19.089842,-21.651644
6197,-38.536743,41.95371
6198,-38.5466,41.95352
6199,-38.5256,41.95159
6200,-38.55505,41.95478
6201,-38.568638,41.954365
6202,-38.57679,41.955788
6203,-40.25474,43.02433
6204,-40.250366,43.01951
6205,-40.245556,43.013935
6206,-40.25081,43.01017
6207,-40.246998,43.010788
6208,-40.249054,43.009342
6209,-38.80552,40.058628
6210,-38.799255,40.05792
6211,-38.803097,40.059322
6212,-38.808582,40.058895
6213,-38.814255,40.059296
6214,-38.81586,40.056343
6215,-38.820843,40.056534
6216,-17.102308,-21.137205
6217,-17.102028,-21.14197
6218,-38.348614,42.00997
6219,-38.361507,42.01287
6220,-38.330193,42.00963
6221,-38.375057,42.014034
6222,-38.403072,42.019268
6223,-38.393097,42.016594
6224,-38.38592,42.01498
6225,-42.48262,36.454792
6226,-42.44848,36.45709
6227,-42.46475,36.45608
6228,-17.101894,-21.137623
6229,-17.102829,-21.133482
6230,-42.42098,36.471874
6231,-42.402786,36.47358
6232,-42.38721,36.4745
6233,-17.102192,-21.143463
6234,-17.103584,-21.13843
6235,-68.811554,-2.253625
6236,-68.815285,-2.2570865
6237,-68.82107,-2.261865
6238,-68.81951,-2.261344
6239,-68.81615,-2.2588573
6240,-68.820305,-2.262488
6241,-26.73329,-74.62075
6242,-15.526858,-76.79248
6243,-15.52817,-76.78934
6244,-15.525512,-76.7947
6245,-15.520343,-76.79245
6246,-15.521089,-76.788345
6247,-15.521039,-76.79032
6248,-15.523384,-76.784744
6249,-15.529416,-76.78545
6250,-56.058453,-1.2889154
6251,-56.02606,-1.2993071
6252,-56.04055,-1.2955487
6253,-56.21039,-1.2596222
6254,-56.194603,-1.2622591
6255,-56.179966,-1.2647729
6256,-56.165215,-1.2673588
6257,-56.148445,-1.2693634
6258,-56.130062,-1.2725149
6259,-56.104244,-1.2794981
6260,-56.08641,-1.2826725
6261,-69.965164,-11.281903
6262,-69.96703,-11.274395
6263,-69.968216,-11.267776
6264,-69.97171,-11.263306
6265,-69.36328,-17.895645
6266,-69.39234,-17.917652
6267,-69.43387,-17.950695
6268,-69.33648,-17.876736
6269,-69.31159,-17.85999
6270,-69.487015,-17.990458
6271,-69.61462,-18.087183
6272,-69.552895,-18.041079
6273,-69.78984,-18.22148
6274,-69.851204,-18.266806
6275,-69.71841,-18.166176
6276,-69.92163,-18.3191
6277,-70.0017,-18.375347
6278,-70.07969,-18.42811
6279,-70.037155,-18.399736
6280,-70.11462,-18.449251
6281,-70.149666,-18.472279
6282,-70.178024,-18.486916
6283,-70.20722,-18.501911
6284,-64.85094,-16.32719
6285,-64.9505,-16.36241
6286,-64.99044,-16.362932
6287,-64.97632,-16.362612
6288,-65.00612,-16.364468
6289,-65.068695,-16.395628
6290,-65.05785,-16.386316
6291,-65.02037,-16.366293
6292,-65.03455,-16.372643
6293,-65.04712,-16.378965
6294,-3.403353,-64.57713
6295,-3.4160655,-64.605225
6296,-3.3961985,-64.55958
6297,-3.4934995,-64.77425
6298,-3.4664426,-64.71874
6299,-3.4484043,-64.677704
6300,-3.4297926,-64.635506
6301,-3.527995,-64.840454
6302,-3.5594847,-64.89696
6303,-3.5955772,-64.96189
6304,-3.6193104,-65.00546
6305,-3.706347,-65.13575
6306,-3.7341285,-65.17587
6307,-3.6532066,-65.05668
6308,-3.675671,-65.09238
6309,-3.7548285,-65.20394
6310,-3.773377,-65.23342
6311,-1.3792219,-65.679214
6312,-1.3784211,-65.67732
6313,-1.3788217,-65.67503
6314,-1.378165,-65.67612
6315,-1.3800339,-65.67559
6316,-1.3837738,-65.67919
6317,-1.3817527,-65.676834
6318,-1.3851376,-65.682045
6319,-1.3886812,-65.68689
6320,-1.3907621,-65.690605
6321,-72.36002,-1.0084064
6322,-72.34245,-1.0107931
6323,-4.993864,-64.170425
6324,-66.67132,-13.954559
6325,-66.66646,-13.9513235
6326,-66.65849,-13.950477
6327,-66.676956,-13.957548
6328,-66.6848,-13.960445
6329,-66.65142,-13.947262
6330,-66.63819,-13.943415
6331,-66.643654,-13.945178
6332,-4.081556,-63.275238
6333,-4.0870786,-63.294243
6334,-4.0843735,-63.282684
6335,-4.1728315,-63.490337
6336,-4.1554084,-63.46047
6337,-4.14635,-63.441216
6338,-4.1300116,-63.411987
6339,-4.118599,-63.38928
6340,-4.0897703,-63.30788
6341,-4.0936775,-63.32589
6342,-4.0986004,-63.34151
6343,-4.1063213,-63.363365
6344,-74.97608,-4.799363
6345,-74.98217,-4.797886
6346,-74.99608,-4.7931824
6347,-74.9897,-4.7970095
6348,-8.887155,-75.650276
6349,-8.887088,-75.65862
6350,-8.888306,-75.65399
6351,-8.888545,-75.66091
6352,-8.887441,-75.66375
6353,-8.887586,-75.66857
6354,-8.887295,-75.66716
6355,-8.887388,-75.66584
6356,-8.892473,-75.67114
6357,-8.89069,-75.67086
6358,-8.89338,-75.67296
6359,-8.895841,-75.67438
6360,-8.897161,-75.6743
6361,-8.896043,-75.67425
6362,-54.555443,-14.505117
6363,-54.554512,-14.516586
6364,-54.555096,-14.515368
6365,-26.701208,-74.600365
6366,-55.148018,-15.749873
6367,-55.122414,-15.738042
6368,-55.113934,-15.729363
6369,-55.10497,-15.718579
6370,-55.092907,-15.712557
6371,-55.08779,-15.703771
6372,0.40790272,-79.298836
6373,0.41186616,-79.3042
6374,0.41733217,-79.32045
6375,0.41536108,-79.309975
6376,0.41849697,-79.331436
6377,0.4193749,-79.34751
6378,0.42274153,-79.37616
6379,0.4209256,-79.36116
6380,0.42469877,-79.39452
6381,0.42636266,-79.41094
6382,0.42449498,-79.42932
6383,0.42353198,-79.44278
6384,0.42364073,-79.459724
6385,0.42315125,-79.474754
6386,-69.4464,0.4481216
6387,-69.453995,0.4489419
6388,-69.46141,0.44906244
6389,-69.87527,-11.447496
6390,-69.86662,-11.450456
6391,-69.87171,-11.450509
6392,-69.87786,-11.445187
6393,-69.88086,-11.441816
6394,-69.87928,-11.44267
6395,-69.88543,-11.432956
6396,-69.881714,-11.438073
6397,-69.8609,-11.457122
6398,-56.51003,-10.145888
6399,-56.52243,-10.155397
6400,-56.496124,-10.137216
6401,-56.503662,-10.142175
6402,-56.48789,-10.135504
6403,-60.8818,-11.513627
6404,-60.882698,-11.492147
6405,-60.88278,-11.501827
6406,-60.889893,-11.472835
6407,-60.88517,-11.484229
6408,-60.87107,-11.534695
6409,-60.864285,-11.538114
6410,-60.878918,-11.524987
6411,-12.632616,-70.250275
6412,-61.881004,-17.639444
6413,-61.896244,-17.643421
6414,-61.943714,-17.636564
6415,-61.9515,-17.634686
6416,-61.929016,-17.640724
6417,-61.93595,-17.638218
6418,-61.920517,-17.64297
6419,0.49886546,-78.11957
6420,0.5024417,-78.1283
6421,0.51078033,-78.170364
6422,0.5104855,-78.16103
6423,0.5055975,-78.14025
6424,0.5083013,-78.153854
6425,0.5056796,-78.24534
6426,0.50860023,-78.23357
6427,0.51051843,-78.18122
6428,0.51062584,-78.19432
6429,0.5109399,-78.20594
6430,0.5102505,-78.22034
6431,1.8452181,-76.502716
6432,1.8529851,-76.51002
6433,1.8420329,-76.49828
6434,1.8382016,-76.49547
6435,1.8344656,-76.49193
6436,1.8320367,-76.49052
6437,1.8754498,-76.53244
6438,1.8639092,-76.52362
6439,1.8707132,-76.52775
6440,1.8494194,-76.50638
6441,1.8569189,-76.51386
6442,1.8603176,-76.51867
6443,-70.06732,0.5907603
6444,-70.05536,0.5866679
6445,-62.365337,-10.7941885
6446,-62.372574,-10.791931
6447,-62.369244,-10.792542
6448,-62.376038,-10.789406
6449,-62.374443,-10.790675
6450,-62.3549,-10.797991
6451,-62.3616,-10.795005
6452,-70.17862,-4.677181
6453,-70.09212,-4.5806875
6454,-70.00171,-4.4804597
6455,-70.28058,-4.790512
6456,-70.242065,-4.745672
6457,-69.5122,-3.9437
6458,-69.57887,-4.012223
6459,-69.488785,-3.9178822
6460,-69.460754,-3.8875408
6461,-69.65461,-4.0933337
6462,-69.733444,-4.1801667
6463,-10.013539,-64.99123
6464,-9.990645,-65.10244
6465,-10.03766,-64.87325
6466,-9.895009,-65.64111
6467,-9.914772,-65.515114
6468,-9.963247,-65.24519
6469,-9.930815,-65.424355
6470,-10.112102,-64.49671
6471,-10.121706,-64.44788
6472,-10.131238,-64.41274
6473,-10.140456,-64.38371
6474,-10.068495,-64.72403
6475,-10.083945,-64.64248
6476,-10.099915,-64.56135
6477,-9.784632,-66.387634
6478,-9.781788,-66.4166
6479,-9.7757225,-66.451675
6480,-9.769797,-66.48338
6481,-9.766562,-66.50629
6482,-9.827307,-66.08622
6483,-9.842007,-65.983795
6484,-9.855865,-65.88714
6485,-9.875668,-65.75708
6486,-9.812934,-66.17856
6487,-9.804183,-66.24367
6488,-9.791729,-66.34336
6489,-9.795844,-66.3072
6490,-6.825671,-57.431973
6491,-6.826054,-57.43358
6492,-6.824719,-57.43123
6493,-6.8257623,-57.431816
6494,-63.78315,-17.97502
6495,-63.785492,-17.99995
6496,-63.7844,-18.004307
6497,-63.780136,-17.996313
6498,-63.7799,-17.988514
6499,-63.780357,-17.98258
6500,-9.443794,-81.88857
6501,-9.426192,-81.86651
6502,-9.422734,-81.857346
6503,-9.452534,-81.900276
6504,-9.455625,-81.905876
6505,-9.458319,-81.91003
6506,-9.458529,-81.91361
6507,-9.462123,-81.91596
6508,-9.45971,-81.91618
6509,-73.60406,-18.334911
6510,-73.6248,-18.355211
6511,-73.56954,-18.249342
6512,-73.56375,-18.219416
6513,-73.55832,-18.186296
6514,-73.54043,-18.124784
6515,-73.54543,-18.13857
6516,-73.55177,-18.159145
6517,-73.52692,-18.094889
6518,-73.53482,-18.112413
6519,-14.546164,-66.44719
6520,-14.547737,-66.43035
6521,-14.54003,-66.494255
6522,-14.541844,-66.477104
6523,-14.543285,-66.46238
6524,-14.536216,-66.511475
6525,-14.53287,-66.52984
6526,-14.528412,-66.543846
6527,-14.5051775,-66.60055
6528,-14.492055,-66.617096
6529,-14.485942,-66.62502
6530,-14.511353,-66.589
6531,-14.516919,-66.57844
6532,-14.521742,-66.563896
6533,-12.891421,-65.054146
6534,-12.921431,-65.081726
6535,-12.914582,-65.07603
6536,-12.90978,-65.07189
6537,-12.894128,-65.05744
6538,-12.896807,-65.06007
6539,-12.899455,-65.06314
6540,-12.905244,-65.06668
6541,-11.820037,-74.85796
6542,-11.818732,-74.88252
6543,-11.816098,-74.9091
6544,-11.815207,-74.92966
6545,-11.81034,-74.97406
6546,-11.809438,-75.09195
6547,-11.808056,-75.04954
6548,-11.807474,-75.01428
6549,-11.813185,-75.15577
6550,-11.816982,-75.198975
6551,-11.822072,-75.247345
6552,-11.83863,-75.353035
6553,-11.833099,-75.3247
6554,-11.827925,-75.29004
6555,-11.848628,-75.40771
6556,-11.843222,-75.379425
6557,-67.43698,-0.08067438
6558,-67.45959,-0.09963768
6559,-67.48408,-0.11980298
6560,-67.503586,-0.1346929
6561,-67.62265,-0.31418583
6562,-67.58721,-0.26151562
6563,-67.55736,-0.21201758
6564,-67.53673,-0.17792188
6565,-67.521576,-0.15806787
6566,-8.611758,-59.68072
6567,-8.614877,-59.67685
6568,-8.591288,-59.6789
6569,-8.599828,-59.677742
6570,-8.603957,-59.67948
6571,-8.585981,-59.676228
6572,-8.582095,-59.67585
6573,-8.579473,-59.673107
6574,-8.572879,-59.662964
6575,-8.57456,-59.667477
6576,-6.5155144,-62.913754
6577,-6.4963303,-62.948746
6578,-6.4821906,-62.971718
6579,-6.464724,-63.00591
6580,-6.288893,-63.75406
6581,-6.2791843,-63.813374
6582,-6.2738266,-63.881832
6583,-6.2730894,-63.937298
6584,-6.274153,-63.973614
6585,-6.282452,-64.03611
6586,-6.3155375,-63.58551
6587,-6.3365602,-63.46797
6588,-6.35876,-63.36684
6589,-6.447925,-63.046303
6590,-6.4270425,-63.107944
6591,-6.3834763,-63.256557
6592,-6.4076285,-63.16908
6593,-6.2784204,-64.00551
6594,-70.10302,-5.7520356
6595,-74.55374,-17.028364
6596,-74.62942,-17.076115
6597,-74.706505,-17.12174
6598,-75.115715,-17.365685
6599,-75.01576,-17.310293
6600,-74.943726,-17.267365
6601,-74.80948,-17.183992
6602,-74.46485,-16.971886
6603,-74.416626,-16.939537
6604,-74.36979,-16.904066
6605,-74.285126,-16.835012
6606,-74.30553,-16.854576
6607,-74.33278,-16.877214
6608,-75.38253,-17.506104
6609,-75.45598,-17.542204
6610,-75.30821,-17.469498
6611,-75.20707,-17.417858
6612,-75.52224,-17.572535
6613,-75.57039,-17.593737
6614,-75.61881,-17.614233
6615,-75.64681,-17.624716
6616,-75.739334,-17.65913
6617,-75.68301,-17.638283
6618,-15.118784,-69.33069
6619,-54.303944,-11.221013
6620,-54.306915,-11.225819
6621,-54.314358,-11.227309
6622,-54.308117,-11.229088
6623,-54.303474,-11.198766
6624,-54.309708,-11.180885
6625,-54.320454,-11.161976
6626,-54.352962,-11.109852
6627,-54.337837,-11.13034
6628,-3.817249,-79.64279
6629,-3.804247,-79.62356
6630,-3.7834995,-79.59435
6631,-3.4148467,-79.04438
6632,-3.3821557,-78.99622
6633,-3.3431795,-78.93679
6634,-3.3123274,-78.88561
6635,-3.2591918,-78.78851
6636,-3.2911093,-78.849655
6637,-3.4589896,-79.11593
6638,-3.497434,-79.17467
6639,-3.5558898,-79.260216
6640,-3.6033144,-79.32797
6641,-3.7599912,-79.561745
6642,-3.7283661,-79.515755
6643,-3.6555939,-79.408165
6644,-3.6971302,-79.47149
6645,-3.2733784,-78.816986
6646,-3.2428334,-78.7573
6647,-68.99781,0.28630778
6648,-69.004845,0.287148
6649,-13.678978,-73.90462
6650,-57.71414,-11.557752
6651,-57.67246,-11.535345
6652,-57.82152,-11.614021
6653,-57.85886,-11.631394
6654,-57.90271,-11.650081
6655,-58.001076,-11.6674
6656,-58.01246,-11.664853
6657,-57.986385,-11.670062
6658,-57.966713,-11.6669035
6659,-57.940323,-11.662326
6660,-5.213316,-80.463776
6661,-5.2177086,-80.46896
6662,-5.222395,-80.47515
6663,-5.2001724,-80.44271
6664,-5.1915793,-80.432335
6665,-5.2047243,-80.45074
6666,-5.207899,-80.45806
6667,-5.17934,-80.417816
6668,-5.1661177,-80.403076
6669,-1.6380706,-75.66185
6670,-1.6380961,-75.66265
6671,-1.638057,-75.66207
6672,-1.6405121,-75.66408
6673,-1.642261,-75.666115
6674,-1.6487554,-75.683754
6675,-1.6455222,-75.67722
6676,-1.6426036,-75.67293
6677,-1.6398095,-75.66594
6678,-1.6400509,-75.6686
6679,-1.6380472,-75.66147
6680,-13.607859,-52.929947
6681,-71.32838,-21.892292
6682,-71.32471,-21.896185
6683,-71.310486,-21.905409
6684,-71.31934,-21.900576
6685,-10.686564,-59.012325
6686,-10.690486,-59.015785
6687,-10.679583,-59.009716
6688,-10.674551,-59.00683
6689,-10.692655,-59.02071
6690,-10.695581,-59.023754
6691,-10.671169,-59.00404
6692,-10.669319,-59.000538
6693,-10.666437,-58.98509
6694,-10.667512,-58.99483
6695,-5.0943613,-62.121902
6696,-5.085511,-62.130943
6697,-5.070009,-62.150135
6698,-5.077245,-62.142403
6699,-5.061276,-62.162262
6700,-5.053176,-62.17488
6701,-5.0370812,-62.213043
6702,-5.0485344,-62.18634
6703,-5.0412045,-62.19813
6704,-5.0308275,-62.245792
6705,-5.0334687,-62.230015
6706,-5.0316978,-62.264732
6707,-76.65221,-5.608229
6708,-76.653656,-5.6014056
6709,-76.65611,-5.597229
6710,-76.66664,-5.5890174
6711,-76.66058,-5.5935063
6712,-76.70149,-5.5729837
6713,-76.73148,-5.560793
6714,-76.689,-5.5755234
6715,-76.6822,-5.5800643
6716,-76.67284,-5.583759
6717,-76.713776,-5.5690746
6718,-63.820362,0.7722174
6719,-63.777256,0.7663708
6720,-12.732164,-54.061794
6721,-73.35843,-18.82502
6722,-13.781311,-62.295498
6723,-13.746279,-62.336136
6724,-13.799504,-62.2743
6725,-13.823698,-62.248104
6726,-13.864861,-62.19989
6727,-13.847536,-62.220467
6728,-13.888698,-62.171455
6729,-13.907139,-62.151615
6730,-13.932341,-62.1235
6731,-13.9534,-62.09982
6732,-13.992976,-62.047096
6733,-13.9745035,-62.07285
6734,-14.008171,-62.02721
6735,-14.023571,-62.001255
6736,-13.72512,-62.356663
6737,-13.764981,-62.31556
6738,-0.9185039,-64.32196
6739,-0.92156446,-64.33681
6740,-0.92041653,-64.32978
6741,-0.9189133,-64.35125
6742,-0.92013836,-64.3521
6743,-0.9239511,-64.34619
6744,-0.92073196,-64.35165
6745,-0.9219133,-64.35146
6746,-0.91846025,-64.3491
6747,-0.9173478,-64.35104
6748,-0.9205299,-64.34453
6749,-0.9225936,-64.34953
6750,-74.70615,-1.4170386
6751,-74.7119,-1.417778
6752,-74.71737,-1.4163107
6753,-57.604607,-16.175072
6754,-57.617493,-16.204403
6755,-57.58808,-16.152185
6756,-57.569855,-16.127035
6757,-57.541855,-16.09378
6758,-57.501225,-16.054867
6759,-57.451046,-16.01248
6760,-57.404335,-15.976395
6761,-57.277927,-15.887858
